rank,name,country_name,country_id,active,dob,totalPoints,tournamentPoints,rankingPoints,achievementsPoints,tGPoints,tFLPoints,tMPoints,tOPoints,tABPoints,tDTPoints,yearEndRankPoints,bestRankPoints,weeksAtNo1Points,weeksAtEloTopNPoints,bestEloRatingPoints,grandSlamPoints,bigWinsPoints,h2hPoints,recordsPoints,bestSeasonPoints,greatestRivalriesPoints,performancePoints,statisticsPoints,grandSlams,tourFinals,altFinals,masters,olympics,bigTitles,titles,weeksAtNo1,wonLost,bestEloRating,bestEloRatingDate,wonPct
51,Nikolay Davydenko,Russian Federation,RUS,false,1981-06-02,77,63,10,4,14,13,17,0,18,1,7,3,0,0,0,0,3,0,0,0,0,1,0,0,1,0,3,0,4,21,0,482-329,2291,2010-02-01,59.4%
635,Irakli Labadze,Georgia,GEO,false,1981-06-09,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50-83,1872,2004-05-17,37.6%
527,Benjamin Becker,Germany,GER,false,1981-06-16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153-220,1917,2015-02-02,41.0%
635,Potito Starace,Italy,ITA,false,1981-07-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162-193,1937,2007-07-30,45.6%
480,Victor Hanescu,Romania,ROU,false,1981-07-21,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,201-244,1958,2010-06-07,45.2%
334,Jarkko Nieminen,Finland,FIN,false,1981-07-23,5,5,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,408-348,2034,2006-07-28,54.0%
2,Roger Federer,Switzerland,SUI,false,1981-08-08,924,566,200,158,246,65,172,2,80,1,83,8,31,60,18,32,40,18,55,3,3,4,3,20,6,0,28,0,54,103,310,1245-275,2550,2007-03-05,81.9%
397,Filippo Volandri,Italy,ITA,false,1981-09-05,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,178-224,1986,2007-06-11,44.3%
145,Feliciano Lopez,Spain,ESP,true,1981-09-20,23,22,0,1,4,0,4,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,507-490,2074,2014-10-12,50.9%
527,Igor Kunitsyn,Russian Federation,RUS,false,1981-09-30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89-153,1868,2008-10-13,36.8%
147,Mardy Fish,United States,USA,false,1981-12-09,23,22,0,1,3,0,10,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,302-219,2169,2011-10-10,58.0%
527,Paolo Lorenzi,Italy,ITA,false,1981-12-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110-185,1896,2017-09-11,37.3%
380,Julien Benneteau,France,FRA,false,1981-12-20,4,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272-297,2027,2013-02-18,47.8%
60,David Nalbandian,Argentina,ARG,false,1982-01-01,66,58,4,4,17,7,21,0,10,3,0,3,0,1,0,0,2,2,0,0,0,0,0,0,1,0,2,0,3,11,0,383-192,2196,2010-08-22,66.6%
291,Paul Henri Mathieu,France,FRA,false,1982-01-12,6,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,276-306,2082,2007-08-12,47.4%
73,Guillermo Coria,Argentina,ARG,false,1982-01-13,52,38,5,9,8,1,19,0,9,1,1,3,0,1,0,0,1,4,0,0,0,0,4,0,0,0,2,0,2,9,0,218-114,2229,2004-06-07,65.7%
350,Nicolas Mahut,France,FRA,false,1982-01-21,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,181-225,1970,2013-09-23,44.6%
29,David Ferrer,Spain,ESP,false,1982-04-02,124,110,10,4,25,8,27,0,45,5,6,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,27,0,734-377,2348,2013-02-25,66.1%
109,Tommy Robredo,Spain,ESP,false,1982-05-01,32,31,1,0,7,1,8,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0,533-358,2107,2009-06-08,59.8%
635,Lukasz Kubot,Poland,POL,false,1982-05-16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97-130,1916,2011-07-18,42.7%
121,Mikhail Youzhny,Russian Federation,RUS,false,1982-06-25,27,26,0,1,8,0,0,0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,498-416,2122,2010-10-04,54.5%
299,Joachim Johansson,Sweden,SWE,false,1982-07-01,6,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72-59,2074,2005-02-14,55.0%
21,Andy Roddick,United States,USA,false,1982-08-30,169,125,33,11,43,8,39,0,34,1,16,8,1,8,0,0,4,7,0,0,0,0,0,1,0,0,5,0,6,32,13,610-213,2274,2003-09-08,74.1%
278,Robby Ginepri,United States,USA,false,1982-10-07,7,7,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,188-204,2057,2005-10-24,48.0%
299,Jose Acasuso,Argentina,ARG,false,1982-10-20,6,6,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,193-183,2011,2006-08-14,51.3%
265,Dmitry Tursunov,Russian Federation,RUS,false,1982-12-12,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,231-218,2042,2008-10-06,51.4%
440,Carlos Berlocq,Argentina,ARG,false,1983-02-03,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,134-193,1966,2014-06-09,41.0%
366,Gilles Muller,Luxembourg,LUX,false,1983-05-09,4,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,232-213,2098,2017-07-17,52.1%
318,Guillermo Garcia Lopez,Spain,ESP,false,1983-06-04,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,297-354,2009,2010-10-17,45.6%
299,Igor Andreev,Russian Federation,RUS,false,1983-07-14,6,6,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,237-231,2062,2008-09-08,50.6%
635,Yen Hsun Lu,"Taiwan, Province of China",TPE,false,1983-08-14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162-231,1922,2014-08-24,41.2%
283,Florian Mayer,Germany,GER,false,1983-10-05,7,7,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,243-261,2044,2011-11-14,48.2%
233,Philipp Kohlschreiber,Germany,GER,false,1983-10-16,9,9,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,478-388,2117,2016-05-02,55.2%
145,Fernando Verdasco,Spain,ESP,true,1983-11-15,23,22,0,1,5,0,3,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,559-447,2204,2010-05-02,55.6%
323,Andreas Seppi,Italy,ITA,false,1984-02-21,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,386-422,2030,2013-07-08,47.8%
397,Steve Darcis,Belgium,BEL,false,1984-03-13,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118-134,1950,2012-09-21,46.8%
440,Rajeev Ram,United States,USA,false,1984-03-18,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57-93,1849,2016-04-04,38.0%
480,Philipp Petzschner,Germany,GER,false,1984-03-24,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88-107,1976,2011-07-15,45.1%
186,Juan Monaco,Argentina,ARG,false,1984-03-29,15,15,0,0,0,0,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,341-271,2125,2012-07-23,55.7%
219,Mario Ancic,Croatia,CRO,false,1984-03-30,11,11,0,0,5,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,208-135,2133,2006-07-10,60.6%
207,Janko Tipsarevic,Serbia,SRB,false,1984-06-22,12,12,0,0,2,1,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,288-258,2158,2012-08-13,52.7%
89,Robin Soderling,Sweden,SWE,false,1984-08-14,43,37,4,2,12,3,6,0,15,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,0,310-170,2271,2011-03-11,64.6%
117,Gilles Simon,France,FRA,false,1984-12-27,29,28,0,1,2,2,8,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,504-394,2124,2009-02-02,56.1%
527,Ivan Dodig,Croatia,CRO,false,1985-01-02,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118-140,2021,2013-10-07,45.7%
36,Stan Wawrinka,Switzerland,SUI,true,1985-03-28,104,88,10,6,47,7,15,0,18,1,6,3,0,1,0,0,6,0,0,0,0,0,0,3,0,0,1,0,4,16,0,566-344,2291,2014-04-20,62.2%
56,Jo Wilfried Tsonga,France,FRA,false,1985-04-17,71,67,1,3,23,4,17,0,22,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,18,0,467-238,2244,2012-01-09,66.2%
77,John Isner,United States,USA,true,1985-04-26,49,42,4,3,4,0,20,0,18,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,1,16,0,487-312,2147,2012-08-26,61.0%
480,Horacio Zeballos,Argentina,ARG,true,1985-04-27,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91-133,1927,2017-06-12,40.6%
190,Marcos Baghdatis,Cyprus,CYP,false,1985-06-17,15,15,0,0,7,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,349-273,2098,2007-11-04,56.1%
440,Lukas Rosol,Czech Republic,CZE,false,1985-07-24,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,123-160,1982,2014-08-24,43.5%
142,Nicolas Almagro,Spain,ESP,false,1985-08-21,23,23,0,0,4,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,397-278,2160,2012-09-21,58.8%
45,Tomas Berdych,Czech Republic,CZE,false,1985-09-17,84,79,2,3,26,6,25,0,19,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,13,0,640-341,2263,2015-05-10,65.2%
234,Pablo Cuevas,Uruguay,URU,false,1986-01-01,9,9,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,241-223,2004,2017-05-15,51.9%
350,Sergiy Stakhovsky,Ukraine,UKR,false,1986-01-06,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,172-213,1947,2010-08-29,44.7%
291,Pablo Andujar,Spain,ESP,true,1986-01-23,6,6,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,163-242,1929,2015-07-13,40.2%
299,Viktor Troicki,Serbia,SRB,false,1986-02-10,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,295-273,2091,2011-04-17,51.9%
291,Marcel Granollers,Spain,ESP,true,1986-04-12,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,202-250,2004,2013-11-04,44.7%
123,Kevin Anderson,South Africa,RSA,true,1986-05-18,27,25,1,1,9,2,2,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,355-254,2181,2019-01-07,58.3%
3,Rafael Nadal,Spain,ESP,false,1986-06-03,885,526,186,173,233,21,201,3,62,6,86,8,21,50,21,38,40,23,50,0,6,7,9,22,0,0,36,1,59,92,209,1066-219,2552,2013-09-09,83.0%
96,Richard Gasquet,France,FRA,true,1986-06-18,39,38,0,1,8,1,11,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,602-389,2196,2016-02-08,60.7%
81,Gael Monfils,France,FRA,true,1986-09-01,45,44,0,1,12,0,10,0,20,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,540-313,2189,2016-09-12,63.3%
440,Denis Istomin,Uzbekistan,UZB,false,1986-09-07,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,230-265,1987,2014-07-07,46.5%
421,Jeremy Chardy,France,FRA,true,1987-02-12,3,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,298-307,2016,2015-09-14,49.3%
397,Robin Haase,Netherlands,NED,false,1987-04-06,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,230-272,1946,2011-09-12,45.8%
13,Andy Murray,United Kingdom,GBR,true,1987-05-15,313,228,55,30,85,17,82,6,36,2,26,8,4,15,2,0,16,11,2,0,1,0,0,3,1,0,14,2,20,46,41,732-249,2500,2016-11-21,74.6%
334,Leonardo Mayer,Argentina,ARG,false,1987-05-15,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,179-197,1999,2014-09-19,47.6%
1,Novak Djokovic,Serbia,SRB,true,1987-05-22,1102,595,241,266,272,58,214,1,45,5,92,8,40,61,40,56,51,26,94,9,8,20,2,24,7,0,40,0,71,98,404,1084-210,2629,2016-02-01,83.8%
166,Fabio Fognini,Italy,ITA,true,1987-05-24,18,18,0,0,1,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,413-374,2112,2014-04-20,52.5%
527,Ryan Sweeting,United States,USA,false,1987-07-14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35-57,1887,2011-04-11,38.0%
480,Andrey Golubev,Kazakhstan,KAZ,false,1987-07-22,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67-117,1930,2010-10-04,36.4%
480,Mischa Zverev,Germany,GER,false,1987-08-22,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133-199,1968,2017-01-30,40.1%
170,Sam Querrey,United States,USA,false,1987-10-07,17,17,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,385-328,2068,2013-04-12,54.0%
635,Santiago Giraldo,Colombia,COL,false,1987-11-27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166-205,1970,2012-06-10,44.7%
527,Mikhail Kukushkin,Kazakhstan,KAZ,true,1987-12-26,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173-233,1943,2019-02-25,42.6%
319,Thomaz Bellucci,Brazil,BRA,false,1987-12-30,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200-218,1996,2010-07-26,47.8%
272,Albert Ramos,Spain,ESP,true,1988-01-17,7,7,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,278-321,2014,2017-05-01,46.4%
150,Roberto Bautista Agut,Spain,ESP,true,1988-04-14,22,22,0,0,3,0,5,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,390-246,2135,2016-10-17,61.3%
288,Adrian Mannarino,France,FRA,true,1988-06-29,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,284-312,2004,2018-01-29,47.7%
226,Ernests Gulbis,Latvia,LAT,false,1988-08-30,10,10,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,245-238,2167,2014-06-09,50.7%
527,Yuichi Sugita,Japan,JPN,false,1988-09-18,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55-90,1933,2017-10-23,37.9%
34,Juan Martin Del Potro,Argentina,ARG,true,1988-09-23,111,90,11,10,27,7,18,3,33,2,3,3,0,5,0,0,5,5,0,0,0,0,0,1,0,0,1,0,2,22,0,439-174,2331,2009-09-14,71.6%
54,Marin Cilic,Croatia,CRO,true,1988-09-28,72,67,3,2,30,2,8,0,24,3,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,20,0,581-328,2232,2014-09-19,63.9%
241,Alexandr Dolgopolov,Ukraine,UKR,false,1988-11-07,9,9,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,219-201,2057,2014-03-30,52.1%
350,Joao Sousa,Portugal,POR,true,1989-03-30,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,212-263,1974,2016-02-01,44.6%
323,Benoit Paire,France,FRA,true,1989-05-08,5,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,241-295,2003,2016-01-11,45.0%
421,John Millman,Australia,AUS,false,1989-06-14,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121-149,1954,2018-09-10,44.8%
247,Martin Klizan,Slovakia,SVK,false,1989-07-11,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,147-153,1998,2018-09-24,49.0%
527,Peter Gojowczyk,Germany,GER,false,1989-07-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75-99,1935,2018-02-26,43.1%
527,Radu Albot,"Moldova, Republic of",MDA,true,1989-11-11,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102-140,1936,2019-05-27,42.1%
319,Steve Johnson,United States,USA,true,1989-12-24,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,197-203,2042,2017-06-12,49.3%
57,Kei Nishikori,Japan,JPN,true,1989-12-29,70,62,5,3,17,5,15,1,24,0,2,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,12,0,433-212,2296,2016-08-15,67.1%
507,Jan Lennard Struff,Germany,GER,true,1990-04-25,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192-220,2037,2019-06-17,46.6%
421,Guido Pella,Argentina,ARG,true,1990-05-17,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127-151,2009,2019-08-12,45.7%
334,Daniel Evans,United Kingdom,GBR,true,1990-05-23,5,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,144-157,2002,2021-02-08,47.8%
436,Vasek Pospisil,Canada,CAN,true,1990-06-23,3,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134-174,1987,2020-11-16,43.5%
366,Dusan Lajovic,Serbia,SRB,true,1990-06-30,4,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,186-239,1962,2019-04-22,43.8%
366,Federico Delbonis,Argentina,ARG,false,1990-10-05,4,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,164-200,1953,2016-04-11,45.1%
635,Marius Copil,Romania,ROU,false,1990-10-17,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63-89,1875,2018-10-29,41.4%
380,Jerzy Janowicz,Poland,POL,false,1990-11-13,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102-95,2027,2013-08-12,51.8%
120,David Goffin,Belgium,BEL,true,1990-12-07,28,27,0,1,4,3,6,0,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,325-236,2165,2017-12-01,57.9%
69,Milos Raonic,Canada,CAN,true,1990-12-27,55,48,6,1,15,2,16,0,15,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,376-177,2269,2016-07-11,68.0%
80,Grigor Dimitrov,Bulgaria,BUL,true,1991-05-16,45,38,6,1,9,6,14,0,9,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,8,0,412-273,2203,2018-02-19,60.1%
148,Pablo Carreno Busta,Spain,ESP,false,1991-07-12,22,22,0,0,6,0,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,268-212,2121,2021-08-22,55.8%
527,Mirza Basic,Bosnia and Herzegovina,BIH,false,1991-07-12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32-38,1905,2018-02-12,45.7%
421,Tennys Sandgren,United States,USA,false,1991-07-22,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47-75,1940,2020-08-31,38.5%
421,Marton Fucsovics,Hungary,HUN,true,1992-02-08,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144-142,2018,2021-07-12,50.3%
227,Nikoloz Basilashvili,Georgia,GEO,false,1992-02-23,10,10,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,144-172,1990,2019-01-07,45.6%
380,Filip Krajinovic,Serbia,SRB,true,1992-02-27,4,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123-131,2033,2020-09-21,48.4%
527,Ryan Harrison,United States,USA,false,1992-05-07,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118-159,1953,2018-03-05,42.6%
386,Damir Dzumhur,Bosnia and Herzegovina,BIH,true,1992-05-20,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,123-137,1994,2017-10-23,47.3%
182,Diego Sebastian Schwartzman,Argentina,ARG,true,1992-08-16,16,16,0,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,248-213,2097,2020-11-09,53.8%
224,Jack Sock,United States,USA,true,1992-09-24,10,10,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,180-151,2144,2017-04-03,54.4%
323,Marco Cecchinato,Italy,ITA,true,1992-09-30,5,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,78-127,1953,2018-07-23,38.0%
291,Bernard Tomic,Australia,AUS,false,1992-10-21,6,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,186-182,2037,2016-02-01,50.5%
527,Taro Daniel,Japan,JPN,true,1993-01-27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77-124,1882,2018-08-27,38.3%
440,Roberto Carballes Baena,Spain,ESP,true,1993-03-23,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,93-120,1886,2023-05-21,43.7%
397,Jiri Vesely,Czech Republic,CZE,true,1993-07-10,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,143-168,1952,2017-06-12,46.0%
527,Juan Ignacio Londero,Argentina,ARG,false,1993-08-15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35-50,1901,2019-09-09,41.2%
47,Dominic Thiem,Austria,AUT,true,1993-09-03,81,68,10,3,26,9,12,0,21,0,6,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,2,17,0,342-203,2250,2020-11-23,62.8%
254,Aslan Karatsev,Russian Federation,RUS,true,1993-09-04,8,8,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76-78,1998,2022-01-17,49.4%
180,Lucas Pouille,France,FRA,true,1994-02-23,16,14,0,2,4,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,140-129,2069,2017-05-01,52.0%
527,Ilya Ivashka,Belarus,BLR,true,1994-02-24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88-88,1987,2021-11-08,50.0%
635,Gianluca Mager,Italy,ITA,false,1994-12-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24-35,1817,2021-10-18,40.7%
366,Kyle Edmund,United Kingdom,GBR,true,1995-01-08,4,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,118-125,2038,2018-10-22,48.6%
