name,ID,HS_Hour,EB_Hour,HS_Day,HS_Month,EB_Month,HS_Year,EB_Year,EB_Hour_eng,EB_Day,EB_Day_eng,EB_Month_eng,EB_Year_eng,Season,Element,kin_tone,kin_seal,kin_number,guide_seal,guide_tone,analogue_seal,analogue_tone,antipode_seal,antipode_tone,occult_seal,occult_tone,tribe,a_tribe,sun,moon,ascendant
"Jiri Hrebec",89,N/A,N/A,"yin fire","yin wood","yin metal","yang metal","yang wood",N/A,"yin fire",snake,rooster,tiger,"Mid Autumn",neutral,cosmic,seed,104,star,cosmic,eagle,cosmic,wizard,cosmic,earth,magnetic,blue,yellow,"Vir 25 58 40","Cap 04 11 40","Sag 28 00 08"
"Geoff Masters",90,N/A,N/A,"yin fire","yin wood","yin metal","yang metal","yang wood",N/A,"yin fire",snake,rooster,tiger,"Mid Autumn",neutral,cosmic,seed,104,star,cosmic,eagle,cosmic,wizard,cosmic,earth,magnetic,blue,yellow,"Vir 25 58 40","Cap 04 11 40","Sag 28 00 08"
"Carlos Kirmayr",91,N/A,N/A,"yin metal","yin wood","yin metal","yang metal","yang wood",N/A,"yin metal",rooster,rooster,tiger,"Mid Autumn",metal,selfexisting,star,108,seed,selfexisting,monkey,selfexisting,mirror,selfexisting,skyWalker,planetary,blue,yellow,"Vir 29 53 20","Aqu 28 17 09","Cap 01 37 11"
"Kjell Johansson",92,N/A,N/A,"yin water","yang metal","yang wood","yin metal","yin wood",N/A,"yin earth",sheep,tiger,rabbit,"Early Spring",wood,electric,dog,250,wizard,electric,moon,electric,sun,electric,monkey,spectral,red,white,"Aqu 22 58 03","Tau 07 51 49","Tau 24 06 10"
"Dick Stockton",93,N/A,N/A,"yin earth","yang metal","yang wood","yin metal","yin wood",N/A,"yin earth",ox,tiger,rabbit,"Early Spring",wood,solar,warrior,256,human,solar,night,solar,worldBridger,solar,snake,overtone,blue,yellow,"Aqu 29 01 37","Can 19 43 22","Tau 29 49 55"
"Erik Van Dillen",94,N/A,N/A,"yang water","yang metal","yang wood","yin metal","yin wood",N/A,"yang earth",dragon,tiger,rabbit,"Early Spring",wood,crystal,storm,259,monkey,crystal,sun,crystal,moon,crystal,wind,lunar,yellow,blue,"Pis 02 03 01","Leo 27 27 20","Gem 02 39 46"
"Eddie Dibbs",95,N/A,N/A,"yang wood","yang metal","yang wood","yin metal","yin wood",N/A,"yang fire",horse,tiger,rabbit,"Early Spring",wood,magnetic,dragon,1,dragon,magnetic,mirror,magnetic,monkey,magnetic,sun,cosmic,white,red,"Pis 04 03 49","Vir 23 49 15","Gem 04 32 19"
"Birger Andersson",96,N/A,N/A,"yin wood","yin metal","yin wood","yin metal","yin wood",N/A,"yin earth",ox,rabbit,rabbit,"Mid Spring",wood,rhythmic,human,32,human,rhythmic,hand,rhythmic,wind,rhythmic,moon,galactic,blue,yellow,"Ari 05 01 16","Sco 15 11 02","Can 02 52 03"
"John Alexander",97,N/A,N/A,"yin wood","yang wood","yang fire","yin metal","yin wood",N/A,"yin fire",snake,horse,rabbit,"Mid Summer",neutral,lunar,human,132,seed,lunar,hand,lunar,wind,lunar,moon,crystal,blue,yellow,"Can 11 42 21","Can 13 37 04","Lib 12 42 35"
"Jeff Austin",98,N/A,N/A,"yang fire","yang wood","yang fire","yin metal","yin wood",N/A,"yang fire",horse,horse,rabbit,"Mid Summer",fire,electric,skyWalker,133,earth,electric,worldBridger,electric,night,electric,star,spectral,white,red,"Can 12 39 35","Can 25 31 08","Lib 13 46 31"
"Paolo Bertolucci",99,N/A,N/A,"yin wood","yin wood","yin earth","yin metal","yin wood",N/A,"yin water",pig,sheep,rabbit,"Late Summer",wood,rhythmic,wind,162,wind,rhythmic,earth,rhythmic,human,rhythmic,storm,galactic,red,white,"Leo 10 20 40","Leo 16 33 51","Sco 13 43 08"
"Tim Gullikson",100,N/A,N/A,"yin metal","yin fire","yin metal","yin metal","yin wood",N/A,"yin water",pig,rooster,rabbit,"Mid Autumn",metal,electric,mirror,198,wind,electric,dragon,electric,star,electric,night,spectral,red,white,"Vir 15 01 42","Sag 11 35 27","Sag 17 48 14"
"Tom Gullikson",101,N/A,N/A,"yin metal","yin fire","yin metal","yin metal","yin wood",N/A,"yin water",pig,rooster,rabbit,"Mid Autumn",metal,electric,mirror,198,wind,electric,dragon,electric,star,electric,night,spectral,red,white,"Vir 15 01 42","Sag 11 35 27","Sag 17 48 14"
"Roscoe Tanner",102,N/A,N/A,"yang earth","yang earth","yang earth","yin metal","yin wood",N/A,"yang water",rat,dog,rabbit,"Late Autumn",earth,magnetic,eagle,235,eagle,magnetic,seed,magnetic,snake,magnetic,worldBridger,cosmic,yellow,blue,"Lib 21 19 21","Ari 26 57 11","Cap 21 28 35"
"Ross Case",103,N/A,N/A,"yin wood","yang earth","yang earth","yin metal","yin wood",N/A,"yin fire",snake,dog,rabbit,"Late Autumn",neutral,overtone,human,252,sun,overtone,hand,overtone,wind,overtone,moon,solar,blue,yellow,"Sco 08 15 23","Sag 04 03 03","Aqu 07 33 28"
"Peter Feigl",104,N/A,N/A,"yang wood","yin earth","yin water","yin metal","yin wood",N/A,"yang earth",dog,pig,rabbit,"Early Winter",wood,galactic,dragon,21,snake,galactic,mirror,galactic,monkey,galactic,sun,rhythmic,white,red,"Sag 07 28 22","Sag 27 53 16","Pis 06 49 05"
"Brian Gottfried",105,N/A,N/A,"yang water","yin metal","yin earth","yin metal","yin wood",N/A,"yang metal",monkey,ox,rabbit,"Late Winter",metal,magnetic,storm,79,storm,magnetic,sun,magnetic,moon,magnetic,wind,cosmic,yellow,blue,"Aqu 06 30 04","Aqu 14 30 35","Tau 08 05 27"
"John Andrews",106,N/A,N/A,"yin metal","yang water","yang wood","yang water","yang earth",N/A,"yin fire",snake,tiger,dragon,"Early Spring",neutral,planetary,star,88,warrior,planetary,monkey,planetary,mirror,planetary,skyWalker,selfexisting,blue,yellow,"Aqu 15 38 19","Gem 15 42 34","Tau 17 03 30"
"Sandy Mayer",107,N/A,N/A,"yin metal","yang wood","yang earth","yang water","yang earth",N/A,"yin fire",snake,dragon,dragon,"Late Spring",earth,selfexisting,hand,147,night,selfexisting,human,selfexisting,earth,selfexisting,wizard,planetary,yellow,blue,"Ari 15 38 45","Leo 19 40 11","Can 12 38 02"
"Kim Warwick",108,N/A,N/A,"yang wood","yang wood","yang earth","yang water","yang earth",N/A,"yang metal",monkey,dragon,dragon,"Late Spring",earth,resonant,dog,150,wind,resonant,moon,resonant,sun,resonant,monkey,resonant,red,white,"Ari 18 35 40","Vir 26 20 60","Can 15 22 36"
"Terry Moor",109,N/A,N/A,"yin earth","yang wood","yang earth","yang water","yang earth",N/A,"yin water",pig,dragon,dragon,"Late Spring",earth,solar,snake,165,dragon,solar,wizard,solar,eagle,solar,warrior,overtone,white,red,"Tau 03 16 02","Ari 23 03 42","Can 29 19 01"
"Wojtek Fibak",110,N/A,N/A,"yin metal","yin fire","yin earth","yang water","yang earth",N/A,"yin fire",snake,sheep,dragon,"Late Summer",earth,resonant,hand,7,storm,resonant,human,resonant,earth,resonant,wizard,resonant,yellow,blue,"Leo 11 04 10","Cap 08 18 21","Sco 14 28 19"
"Guillermo Vilas",111,N/A,N/A,"yin wood","yang earth","yang metal","yang water","yang earth",N/A,"yin earth",sheep,monkey,dragon,"Early Autumn",earth,galactic,dragon,21,snake,galactic,mirror,galactic,monkey,galactic,sun,rhythmic,white,red,"Leo 24 29 59","Can 20 29 03","Sco 28 03 52"
"Jimmy Connors",112,N/A,N/A,"yin metal","yang earth","yang metal","yang water","yang earth",N/A,"yin water",pig,monkey,dragon,"Early Autumn",neutral,spectral,earth,37,earth,spectral,wind,spectral,hand,spectral,seed,electric,white,red,"Vir 09 56 31","Aqu 16 47 46","Sag 13 00 28"
"Rod Frawley",113,N/A,N/A,"yin fire","yin earth","yin metal","yang water","yang earth",N/A,"yin fire",snake,rooster,dragon,"Mid Autumn",neutral,selfexisting,night,43,storm,selfexisting,warrior,selfexisting,skyWalker,selfexisting,mirror,planetary,yellow,blue,"Vir 15 45 34","Tau 14 28 01","Sag 18 29 44"
"Harold Solomon",114,N/A,N/A,"yang fire","yin earth","yin metal","yang water","yang earth",N/A,"yang wood",tiger,rooster,dragon,"Mid Autumn",earth,cosmic,human,52,warrior,cosmic,hand,cosmic,wind,cosmic,moon,magnetic,blue,yellow,"Vir 24 31 26","Vir 04 36 11","Sag 26 39 43"
"Robin Drysdale",115,N/A,N/A,"yin fire","yin earth","yin metal","yang water","yang earth",N/A,"yin wood",rabbit,rooster,dragon,"Mid Autumn",earth,magnetic,skyWalker,53,skyWalker,magnetic,worldBridger,magnetic,night,magnetic,star,cosmic,white,red,"Vir 25 30 02","Vir 16 32 60","Sag 27 33 60"
"Byron Bertram",116,N/A,N/A,"yang earth","yang metal","yang earth","yang water","yang earth",N/A,"yang metal",monkey,dog,dragon,"Late Autumn",earth,electric,wizard,94,mirror,electric,snake,electric,seed,electric,hand,spectral,red,white,"Sco 06 00 48","Pis 20 04 24","Aqu 05 23 49"
"John Marks",117,N/A,N/A,"yin earth","yang water","yang water","yang water","yang earth",N/A,"yin earth",ox,rat,dragon,"Mid Winter",earth,overtone,eagle,135,night,overtone,seed,overtone,snake,overtone,worldBridger,solar,yellow,blue,"Sag 17 22 25","Vir 16 45 24","Pis 17 08 25"
"Corrado Barazzutti",118,N/A,N/A,"yin metal","yang wood","yang wood","yin water","yin fire",N/A,"yin earth",ox,tiger,snake,"Early Spring",wood,crystal,hand,207,storm,crystal,human,crystal,earth,crystal,wizard,lunar,yellow,blue,"Pis 00 33 34","Tau 15 11 04","Gem 01 16 01"
"Jose Higueras",119,N/A,N/A,"yin metal","yang wood","yang wood","yin water","yin fire",N/A,"yin water",pig,tiger,snake,"Early Spring",wood,solar,earth,217,skyWalker,solar,wind,solar,hand,solar,seed,overtone,white,red,"Pis 10 36 54","Vir 18 17 25","Gem 10 35 40"
"Raul Ramirez",120,N/A,N/A,"yang water","yang earth","yang fire","yin water","yin fire",N/A,"yang wood",tiger,horse,snake,"Mid Summer",fire,electric,star,68,human,electric,monkey,electric,mirror,electric,skyWalker,spectral,blue,yellow,"Gem 28 50 50","Lib 09 48 10","Vir 28 15 28"
"Hank Pfister",121,N/A,N/A,"yin water","yang water","yang earth","yin water","yin fire",N/A,"yin fire",snake,dog,snake,"Late Autumn",fire,planetary,storm,179,hand,planetary,sun,planetary,moon,planetary,wind,selfexisting,yellow,blue,"Lib 15 53 56","Sco 02 01 60","Cap 16 25 14"
"Vijay Amritraj",122,N/A,N/A,"yin earth","yang wood","yang water","yin water","yin fire",N/A,"yin water",pig,rat,snake,"Mid Winter",water,spectral,snake,245,snake,spectral,wizard,spectral,eagle,spectral,warrior,electric,white,red,"Sag 22 13 04","Ari 02 54 07","Pis 22 13 36"
"Ulrich Pinner",123,N/A,N/A,"yang wood","yang fire","yang wood","yang wood","yang fire",N/A,"yang fire",horse,tiger,horse,"Early Spring",fire,magnetic,sun,40,sun,magnetic,storm,magnetic,dog,magnetic,dragon,cosmic,blue,yellow,"Aqu 18 11 18","Ari 10 13 09","Tau 19 31 27"
"Balazs Taroczy",124,N/A,N/A,"yin wood","yin earth","yin fire","yang wood","yang fire",N/A,"yin earth",ox,snake,horse,"Early Summer",fire,magnetic,monkey,131,monkey,magnetic,star,magnetic,dragon,magnetic,dog,cosmic,yellow,blue,"Tau 18 19 15","Leo 15 16 30","Leo 14 17 55"
"Mark Edmondson",125,N/A,N/A,"yin metal","yang metal","yang fire","yang wood","yang fire",N/A,"yin water",pig,horse,horse,"Mid Summer",fire,galactic,earth,177,dragon,galactic,wind,galactic,hand,galactic,seed,rhythmic,white,red,"Can 02 25 43","Ari 11 22 10","Lib 02 17 44"
"Victor Amaya",126,N/A,N/A,"yin earth","yang metal","yang fire","yang wood","yang fire",N/A,"yin earth",sheep,horse,horse,"Mid Summer",fire,electric,snake,185,moon,electric,wizard,electric,eagle,electric,warrior,spectral,white,red,"Can 10 03 37","Leo 05 28 30","Lib 10 52 13"
"Vitas Gerulaitis",127,N/A,N/A,"yin water","yin metal","yin earth","yang wood","yang fire",N/A,"yin earth",sheep,sheep,horse,"Late Summer",earth,magnetic,moon,209,moon,magnetic,dog,magnetic,storm,magnetic,human,cosmic,white,red,"Leo 02 57 21","Gem 19 06 44","Sco 05 57 37"
"John Lloyd",128,N/A,N/A,"yin wood","yang water","yang metal","yang wood","yang fire",N/A,"yin wood",rabbit,monkey,horse,"Early Autumn",wood,resonant,dragon,241,skyWalker,resonant,mirror,resonant,monkey,resonant,sun,resonant,white,red,"Vir 03 40 33","Leo 22 39 40","Sag 07 00 57"
"Pat Dupre",129,N/A,N/A,"yin wood","yin water","yin metal","yang wood","yang fire",N/A,"yin water",pig,rooster,horse,"Mid Autumn",neutral,magnetic,dragon,1,dragon,magnetic,mirror,magnetic,monkey,magnetic,sun,cosmic,white,red,"Vir 23 04 52","Tau 13 42 17","Sag 25 19 11"
"Paul Kronk",130,N/A,N/A,"yin metal","yin water","yin metal","yang wood","yang fire",N/A,"yin fire",snake,rooster,horse,"Mid Autumn",fire,resonant,hand,7,storm,resonant,human,resonant,earth,resonant,wizard,resonant,yellow,blue,"Vir 28 56 33","Leo 06 28 36","Cap 00 44 50"
"Bernard Mitton",131,N/A,N/A,"yin earth","yin wood","yin water","yang wood","yang fire",N/A,"yin fire",snake,pig,horse,"Early Winter",fire,electric,eagle,55,storm,electric,seed,electric,snake,electric,worldBridger,spectral,yellow,blue,"Sco 16 33 16","Tau 00 45 32","Aqu 15 39 46"
"Paul Mcnamee",132,N/A,N/A,"yang water","yin wood","yin water","yang wood","yang fire",N/A,"yang metal",monkey,pig,horse,"Early Winter",neutral,rhythmic,mirror,58,mirror,rhythmic,dragon,rhythmic,star,rhythmic,night,galactic,red,white,"Sco 19 34 11","Gem 16 28 02","Aqu 18 38 60"
"Brian Teacher",133,N/A,N/A,"yin water","yang fire","yang water","yang wood","yang fire",N/A,"yin earth",ox,rat,horse,"Mid Winter",neutral,galactic,storm,99,night,galactic,sun,galactic,moon,galactic,wind,rhythmic,yellow,blue,"Cap 01 07 45","Sag 11 06 47","Ari 01 37 43"
"Peter Fleming",134,N/A,N/A,"yang water","yin fire","yin earth","yang wood","yang fire",N/A,"yang fire",horse,ox,horse,"Late Winter",fire,spectral,star,128,star,spectral,monkey,spectral,mirror,spectral,skyWalker,electric,blue,yellow,"Aqu 00 40 39","Cap 01 26 47","Tau 02 15 50"
"Belus Prajoux",135,N/A,N/A,"yin earth","yang earth","yang wood","yin wood","yin earth",N/A,"yin earth",sheep,tiger,sheep,"Early Spring",earth,solar,snake,165,dragon,solar,wizard,solar,eagle,solar,warrior,overtone,white,red,"Pis 08 07 32","Tau 11 25 17","Gem 08 17 48"
"Buster C Mottram",136,N/A,N/A,"yang fire","yang metal","yang earth","yin wood","yin earth",N/A,"yang earth",dragon,dragon,sheep,"Late Spring",earth,magnetic,wind,222,wind,magnetic,earth,magnetic,human,magnetic,storm,cosmic,red,white,"Tau 04 30 42","Gem 15 53 14","Leo 00 31 30"
"Colin Dowdeswell",137,N/A,N/A,"yin water","yin metal","yin fire","yin wood","yin earth",N/A,"yin metal",rooster,snake,sheep,"Early Summer",metal,overtone,storm,239,hand,overtone,sun,overtone,moon,overtone,wind,solar,yellow,blue,"Tau 20 59 20","Cap 21 40 60","Leo 17 01 58"
"Butch Walts",138,N/A,N/A,"yang fire","yin metal","yin fire","yin wood","yin earth",N/A,"yang metal",monkey,snake,sheep,"Early Summer",neutral,lunar,wind,2,wizard,lunar,earth,lunar,human,lunar,storm,crystal,red,white,"Gem 13 05 50","Sag 01 17 02","Vir 10 39 48"
"Peter Mcnamara",139,N/A,N/A,"yin fire","yang water","yang fire","yin wood","yin earth",N/A,"yin wood",rabbit,horse,sheep,"Mid Summer",neutral,resonant,skyWalker,33,snake,resonant,worldBridger,resonant,night,resonant,star,resonant,white,red,"Can 12 41 35","Cap 15 42 05","Lib 13 48 42"
"Richard Meyer",140,N/A,N/A,"yang earth","yang wood","yang metal","yin wood","yin earth",N/A,"yang earth",dragon,monkey,sheep,"Early Autumn",earth,electric,wizard,94,mirror,electric,snake,electric,seed,electric,hand,spectral,red,white,"Vir 11 10 48","Ari 08 18 51","Sag 14 10 39"
"Angel Gimenez",141,N/A,N/A,"yang wood","yang fire","yang earth","yin wood","yin earth",N/A,"yang earth",dragon,dog,sheep,"Late Autumn",earth,cosmic,dog,130,wizard,cosmic,moon,cosmic,sun,cosmic,monkey,magnetic,red,white,"Lib 16 24 19","Leo 11 07 24","Cap 16 53 41"
"Victor Pecci",142,N/A,N/A,"yin earth","yang fire","yang earth","yin wood","yin earth",N/A,"yin metal",rooster,dog,sheep,"Late Autumn",earth,overtone,eagle,135,night,overtone,seed,overtone,snake,overtone,worldBridger,solar,yellow,blue,"Lib 21 21 22","Lib 17 40 01","Cap 21 30 30"
"Francisco Gonzalez",143,N/A,N/A,"yang wood","yin fire","yin water","yin wood","yin earth",N/A,"yang metal",monkey,pig,sheep,"Early Winter",wood,magnetic,dog,170,dog,magnetic,moon,magnetic,sun,magnetic,monkey,cosmic,red,white,"Sco 26 22 49","Cap 20 37 26","Aqu 25 28 32"
"Rolf Gehring",144,N/A,N/A,"yang metal","yin fire","yin water","yin wood","yin earth",N/A,"yang wood",tiger,pig,sheep,"Early Winter",wood,resonant,warrior,176,star,resonant,night,resonant,worldBridger,resonant,snake,resonant,blue,yellow,"Sag 02 26 33","Ari 05 45 37","Pis 01 38 36"
"Pavel Slozil",145,N/A,N/A,"yang wood","yang earth","yang water","yin wood","yin earth",N/A,"yang water",rat,rat,sheep,"Mid Winter",water,lunar,dog,210,wind,lunar,moon,lunar,sun,lunar,monkey,crystal,red,white,"Cap 06 59 44","Can 11 54 18","Ari 07 48 25"
"Hans Gildemeister",146,N/A,N/A,"yang fire","yang metal","yang wood","yang fire","yang metal",N/A,"yang fire",horse,tiger,monkey,"Early Spring",fire,overtone,human,252,sun,overtone,hand,overtone,wind,overtone,moon,solar,blue,yellow,"Aqu 19 43 16","Cap 23 05 28","Tau 21 00 00"
"Jan Norback",147,N/A,N/A,"yang water","yin metal","yin wood","yang fire","yang metal",N/A,"yang metal",monkey,rabbit,monkey,"Mid Spring",metal,selfexisting,earth,17,skyWalker,selfexisting,wind,selfexisting,hand,selfexisting,seed,planetary,white,red,"Pis 15 54 02","Cap 07 35 38","Gem 15 26 26"
"Bruce Manson",148,N/A,N/A,"yang fire","yin metal","yin wood","yang fire","yang metal",N/A,"yang earth",dog,rabbit,monkey,"Mid Spring",metal,overtone,monkey,31,storm,overtone,star,overtone,dragon,overtone,dog,solar,yellow,blue,"Pis 29 51 43","Can 10 07 51","Gem 28 09 29"
"Gene Mayer",149,N/A,N/A,"yang earth","yang water","yang earth","yang fire","yang metal",N/A,"yang metal",monkey,dragon,monkey,"Late Spring",metal,magnetic,skyWalker,53,skyWalker,magnetic,worldBridger,magnetic,night,magnetic,star,cosmic,white,red,"Ari 21 34 19","Ari 26 31 40","Can 18 09 46"
"Tomas Smid",150,N/A,N/A,"yin fire","yin water","yin fire","yang fire","yang metal",N/A,"yin water",pig,snake,monkey,"Early Summer",fire,magnetic,human,92,human,magnetic,hand,magnetic,wind,magnetic,moon,cosmic,blue,yellow,"Tau 29 25 51","Lib 10 49 16","Leo 25 51 43"
"Nick Saviano",151,N/A,N/A,"yin water","yin water","yin fire","yang fire","yang metal",N/A,"yin wood",rabbit,snake,monkey,"Early Summer",fire,selfexisting,star,108,seed,selfexisting,monkey,selfexisting,mirror,selfexisting,skyWalker,planetary,blue,yellow,"Gem 14 46 36","Ari 29 13 11","Vir 12 31 19"
"Bjorn Borg",152,N/A,N/A,"yang wood","yang wood","yang fire","yang fire","yang metal",N/A,"yang earth",dragon,horse,monkey,"Mid Summer",fire,overtone,moon,109,earth,overtone,dog,overtone,storm,overtone,human,solar,white,red,"Gem 15 44 02","Tau 13 08 52","Vir 13 34 54"
"Eddie Edwards",153,N/A,N/A,"yin metal","yang wood","yang fire","yang fire","yang metal",N/A,"yin earth",sheep,horse,monkey,"Mid Summer",neutral,rhythmic,warrior,136,warrior,rhythmic,night,rhythmic,worldBridger,rhythmic,snake,galactic,blue,yellow,"Can 11 30 16","Tau 07 37 44","Lib 12 29 15"
"Werner Zirngibl",154,N/A,N/A,"yang wood","yang fire","yang metal","yang fire","yang metal",N/A,"yang earth",dog,monkey,monkey,"Early Autumn",metal,selfexisting,storm,199,eagle,selfexisting,sun,selfexisting,moon,selfexisting,wind,planetary,yellow,blue,"Vir 11 54 49","Vir 07 53 05","Sag 14 52 18"
"Steve Denton",155,N/A,N/A,"yin wood","yang fire","yang metal","yang fire","yang metal",N/A,"yin water",pig,monkey,monkey,"Early Autumn",metal,overtone,sun,200,star,overtone,storm,overtone,dog,overtone,dragon,solar,blue,yellow,"Vir 12 53 01","Vir 22 40 28","Sag 15 47 13"
"John Sadri",156,N/A,N/A,"yin earth","yin fire","yin metal","yang fire","yang metal",N/A,"yin earth",ox,rooster,monkey,"Mid Autumn",metal,rhythmic,wizard,214,wizard,rhythmic,snake,rhythmic,seed,rhythmic,hand,galactic,red,white,"Vir 26 30 47","Pis 19 09 57","Sag 28 30 01"
"Stanislav Birner",157,N/A,N/A,"yin metal","yang earth","yang earth","yang fire","yang metal",N/A,"yin water",pig,dog,monkey,"Late Autumn",neutral,lunar,warrior,236,star,lunar,night,lunar,worldBridger,lunar,snake,crystal,blue,yellow,"Lib 18 08 52","Cap 15 05 11","Cap 18 30 42"
"Bill Scanlon",158,N/A,N/A,"yang wood","yin earth","yin water","yang fire","yang metal",N/A,"yang metal",monkey,pig,monkey,"Early Winter",metal,solar,moon,9,snake,solar,dog,solar,storm,solar,human,overtone,white,red,"Sco 21 05 55","Pis 22 55 22","Aqu 20 10 08"
"Billy Martin",159,N/A,N/A,"yang fire","yang metal","yang water","yang fire","yang metal",N/A,"yang wood",tiger,rat,monkey,"Mid Winter",metal,crystal,monkey,51,night,crystal,star,crystal,dragon,crystal,dog,lunar,yellow,blue,"Cap 03 41 35","Lib 17 13 08","Ari 04 19 45"
"Dominique Bedel",160,N/A,N/A,"yin water","yang water","yang wood","yin fire","yin metal",N/A,"yin water",pig,tiger,rooster,"Early Spring",water,selfexisting,star,108,seed,selfexisting,monkey,selfexisting,mirror,selfexisting,skyWalker,planetary,blue,yellow,"Pis 01 35 50","Sco 19 33 14","Gem 02 14 18"
"Mark Vines",161,N/A,N/A,"yang fire","yang water","yang wood","yin fire","yin metal",N/A,"yang wood",tiger,tiger,rooster,"Early Spring",wood,resonant,monkey,111,night,resonant,star,resonant,dragon,resonant,dog,resonant,yellow,blue,"Pis 04 37 05","Sag 27 14 58","Gem 05 03 06"
"Chris Lewis Nzl",162,N/A,N/A,"yang metal","yin water","yin wood","yin fire","yin metal",N/A,"yang earth",dragon,rabbit,rooster,"Mid Spring",metal,galactic,snake,125,moon,galactic,wizard,galactic,eagle,galactic,warrior,rhythmic,white,red,"Pis 18 39 39","Gem 18 44 49","Gem 17 57 31"
"Matt Mitchell",163,N/A,N/A,"yin fire","yin water","yin wood","yin fire","yin metal",N/A,"yin water",pig,rabbit,rooster,"Mid Spring",neutral,lunar,human,132,seed,lunar,hand,lunar,wind,lunar,moon,crystal,blue,yellow,"Pis 25 38 25","Lib 01 15 41","Gem 24 19 04"
